Tanggal,Judul,Media,Kategori,Link,Interpretasi singkat
6/22/2025,"Prabowo Yakin Pertumbuhan Ekonomi 7 Persen, Ekonom: Perlu Kebijakan Radikal",Tempo,Ekonomi,https://www.tempo.co/ekonomi/prabowo-yakin-pertumbuhan-ekonomi-7-persen-ekonom-perlu-kebijakan-radikal-1775445,"Prabowo optimistis target pertumbuhan 7% bisa dicapai, namun para ekonom menilai perlu reformasi besar dan kebijakan ekonomi radikal agar target itu realistis."
6/22/2025,Menilik Potensi Ekonomi dengan Makan Bergizi,Liputan 6,Sosial Ekonomi / Pangan,https://www.liputan6.com/jateng/read/6058685/menilik-potensi-ekonomi-dengan-makan-bergizi,Program pangan bergizi turut meningkatkan daya saing ekonomi lokal dan ketahanan pangan nasional.
6/23/2025,Bank Dunia Bocorkan Jurus RI Hadapi Gejolak Ekonomi Global,Liputan 6,Ekonomi Internasional,https://www.liputan6.com/bisnis/read/6059251/bank-dunia-bocorkan-jurus-ri-hadapi-gejolak-ekonomi-global,"Membahas advice dari lembaga internasional kepada Indonesia dalam menghadapi gejolak global. Nada pemberitaan cenderung netral, karena meskipun ada optimisme, tapi juga banyak “peringatan” terhadap risiko."
6/24/2025,Kondisi Warga Pulau Enggano di Tengah Krisis Ekonomi: Pasrah dan Tanpa Harapan,Kompas,Sosial-Ekonomi,https://regional.kompas.com/read/2025/06/24/131712478/kondisi-warga-pulau-enggano-di-tengah-krisis-ekonomi-pasrah-dan-tanpa,"Nada negatif, menggambarkan dampak ekonomi pada masyarakat terpencil."
6/24/2025,"BRI Biayai Koperasi Pemasok Bahan MBG, Perkuat Gizi dan Ekonomi Lokal",CNN,Ekonomi Mikro / UMKM & Koperasi,https://www.cnnindonesia.com/ekonomi/20250624131122-625-1243218/bri-biayai-koperasi-pemasok-bahan-mbg-perkuat-gizi-dan-ekonomi-lokal,BRI menyalurkan pembiayaan ke koperasi pemasok bahan baku makanan bergizi (MBG) untuk memperkuat ketahanan gizi dan ekonomi masyarakat lokal.
6/24/2025,Menteri Ekonomi Kreatif bahas pelaksanaan kerja sama dengan Prancis,ANTARA,Ekonomi Internasional / Ekonomi Kreatif & Kerjasama,https://www.antaranews.com/berita/4922269/menteri-ekonomi-kreatif-bahas-pelaksanaan-kerja-sama-dengan-prancis,Kerjasama antara Indonesia dengan Prancis di bidang ekonomi kreatif dibahas untuk memperkuat sektor kreatif dalam pembangunan ekonomi nasional.
6/24/2025,"Ekonomi Berbasis Platform, Solusi Baru bagi Pekerja Tradisional",Liputan 6,Ekonomi Digital / Inovasi,https://www.liputan6.com/citizen6/read/6060538/ekonomi-berbasis-platform-solusi-baru-bagi-pekerja-tradisional,Transformasi ekonomi digital membuka peluang baru bagi pekerja tradisional melalui platform daring.
6/25/2025,"Sri Mulyani Akan Pajaki Pedagang di Shopee, Tokopedia, Cs",CNN,Pajak / Ekonomi Digital,https://www.cnnindonesia.com/ekonomi/20250625094036-532-1243569/sri-mulyani-akan-pajaki-pedagang-di-shopee-tokopedia-cs,Menteri Keuangan Sri Mulyani berencana mengenakan pajak bagi pedagang di platform e-commerce guna memperluas basis pajak di sektor digital.
6/26/2025,"Prabowo Minta Hentikan Kebocoran dan Pemborosan, Ekonomi Kita Akan Meningkat",Kompas,Ekonomi Pemerintahan,https://nasional.kompas.com/read/2025/06/26/16395001/prabowo-minta-hentikan-kebocoran-dan-pemborosan-ekonomi-kita-akan-meningkat,"Nada positif, memperlihatkan komitmen pemerintah dalam efisiensi fiskal."
6/26/2025,BI: Keuangan Syariah Lebih Resilien terhadap Gejolak Ekonomi,ANTARA,Keuangan Syariah / Stabilitas Ekonomi,https://www.antaranews.com/berita/4925689/bi-keuangan-syariah-lebih-resilien-terhadap-gejolak-ekonomi?page=all,Bank Indonesia menilai sektor keuangan syariah lebih tahan terhadap gejolak global karena prinsip kehati-hatian dan aset riil.
6/28/2025,Airlangga Ungkap Langkah Pemerintah Respons Dinamika Ekonomi Global,Detik,Ekonomi Pemerintahan,https://news.detik.com/berita/d-7986461/airlangga-ungkap-langkah-pemerintah-respons-dinamika-ekonomi-global,"Menyoroti langkah strategis pemerintah dalam menghadapi ketidakpastian ekonomi global. Nada positif, menegaskan kesiapan pemerintah."
6/28/2025,Kemenkeu: Pengelolaan APBN Aman Meski Ada Gejolak Ekonomi Global,Liputan 6,Ekonomi Fiskal / Stabilitas,https://www.liputan6.com/bisnis/read/6091421/kemenkeu-pengelolaan-apbn-aman-meski-ada-gejolak-ekonomi-global,Kementerian Keuangan menegaskan APBN masih terkendali meski tekanan global meningkat.
6/29/2025,Tarik Ulur Badan Penerimaan Negara,Tempo,Kebijakan Fiskal / Reformasi Pajak,https://www.tempo.co/ekonomi/tarik-ulur-badan-penerimaan-negara--1843727,"Perdebatan mengenai pembentukan badan penerimaan negara baru, implikasi bagi sistem perpajakan dan penerimaan negara."
6/30/2025,Polri dan Nilai Ekonomi Keamanan,Detik,Keamanan & Ekonomi,https://news.detik.com/kolom/d-7988303/polri-dan-nilai-ekonomi-keamanan,"Artikel menyoroti bahwa keamanan bukan hanya cost, tapi investasi sosial — institusi Polri berkontribusi pada ekonomi melalui stabilitas. (detiknews)"
7/1/2025,"Ekonomi Katanya Tumbuh 5,12%, Tapi Banyak Ekonom Tak Yakin",Detik,Ekonomi,https://finance.detik.com/berita-ekonomi-bisnis/d-8045952/ekonomi-katanya-tumbuh-5-12-tapi-banyak-ekonom-tak-yakin,Laporan analitis dengan nada skeptis: mempertanyakan realisasi pertumbuhan ekonomi terhadap data kesejahteraan masyarakat.
7/1/2025,"Ekonomi RI Tumbuh 5,12%, Kepala Bappenas: Harus Disyukuri",Detik,Ekonomi Pemerintahan,https://finance.detik.com/berita-ekonomi-bisnis/d-8046755/ekonomi-ri-tumbuh-5-12-kepala-bappenas-harus-disyukuri,"Perspektif pemerintah terhadap capaian pertumbuhan ekonomi 5,12%. Nada positif-optimis, menekankan keberhasilan dibandingkan kondisi global."
7/1/2025,"APBN Tekor Rp2.042 T hingga Pertengahan 2025, Ini Biang Keroknya",CNN,Fiskal / Anggaran Negara,https://www.cnnindonesia.com/ekonomi/20250701185831-532-1245769/apbn-tekor-rp2042-t-hingga-pertengahan-2025-ini-biang-keroknya,"Pemerintah mencatat defisit APBN hingga Rp2.042 triliun pada pertengahan 2025, disebabkan oleh tingginya belanja subsidi dan rendahnya penerimaan pajak."
7/1/2025,"Sri Mulyani Pangkas Proyeksi Pertumbuhan Ekonomi 2025 ke 4,75 Persen",CNN,Ekonomi Makro / Fiskal,https://www.cnnindonesia.com/ekonomi/20250701200405-532-1245788/sri-mulyani-pangkas-proyeksi-pertumbuhan-ekonomi-2025-ke-47-5-persen,Menkeu menurunkan proyeksi pertumbuhan karena faktor eksternal global dan perlambatan ekspor.
7/1/2025,"Sri Mulyani Beber Alasan Tak Kejar Ekonomi 2026 Tumbuh 6,3 Persen",CNN,Ekonomi Makro / Kebijakan Fiskal,https://www.cnnindonesia.com/ekonomi/20250701152611-532-1245678/sri-mulyani-beber-alasan-tak-kejar-ekonomi-2026-tumbuh-63-persen,Pemerintah realistis dengan target ekonomi 2026 karena mempertimbangkan kondisi fiskal dan ketidakpastian global.
7/2/2025,Mendorong Kemandirian Melalui Penguatan Ekonomi Kerakyatan,Detik,Ekonomi,https://news.detik.com/kolom/d-7991125/mendorong-kemandirian-melalui-penguatan-ekonomi-kerakyatan,"Kolom yang mengangkat penguatan ekonomi kerakyatan sebagai strategi kemandirian nasional – nada konstruktif, positif."
7/2/2025,Sri Mulyani Indrawati Pangkas Proyeksi Pertumbuhan Ekonomi 2025: INDEF Realitanya Akan Lebih Rendah,Tempo,Ekonomi,https://www.tempo.co/ekonomi/sri-mulyani-pangkas-proyeksi-pertumbuhan-ekonomi-2025-indef-realitanya-akan-lebih-rendah-1875201,Berita tentang revisi proyeksi ekonomi oleh Menkeu dan lembaga riset; menunjukkan bahwa ekspektasi harus disesuaikan – nada lebih hati-hati.
7/2/2025,Ekonom INDEF Prediksi Pertumbuhan Ekonomi 2025 Tak Tembus 5 Persen,CNN,Ekonomi Makro / Proyeksi,https://www.cnnindonesia.com/ekonomi/20250702123941-532-1246005/ekonom-indef-prediksi-pertumbuhan-ekonomi-2025-tak-tembus-5-persen,Lembaga INDEF memproyeksikan ekonomi Indonesia 2025 akan melambat karena lemahnya konsumsi rumah tangga dan ekspor.
7/3/2025,"Blockchain Diakui Jadi Bagian Ekonomi Digital Nasional, Pengembangannya Terus Didorong",Kompas,Ekonomi Digital,https://money.kompas.com/read/2025/07/03/194322526/blockchain-diakui-jadi-bagian-ekonomi-digital-nasional-pengembangannya-terus?page=all,"Nada positif, menyoroti inovasi teknologi digital dalam ekonomi nasional."
7/3/2025,BKKBN: Pasangan Pilih Childfree karena Alasan Ekonomi,Kompas,Sosial,https://nasional.kompas.com/read/2025/07/03/16104021/bkkbn-sebut-pasangan-pilih-childfree-karena-alasan-ekonomi-bukan-tak-ingin,"Nada netral, laporan fenomena sosial terkait ekonomi keluarga."
7/3/2025,"Sri Mulyani Beberkan Strategi Kejar Pertumbuhan Ekonomi 5,8 Persen",ANTARA,Kebijakan Fiskal / Pertumbuhan Ekonomi,https://www.antaranews.com/berita/4942189/sri-mulyani-beberkan-strategi-kejar-pertumbuhan-ekonomi-58-persen,"Menkeu Sri Mulyani menjabarkan strategi fiskal, investasi, dan konsumsi domestik untuk mendorong pertumbuhan ekonomi hingga 5,8 persen."
7/5/2025,"Ekonomi RI Terancam Melambat, Pemerintah Gelontorkan Rp 34 Triliun",Kompas,Ekonomi Pemerintahan,https://money.kompas.com/read/2025/07/05/061421926/ekonomi-ri-terancam-melambat-pemerintah-gelontorkan-rp-34-triliun,"Nada netral, langkah antisipatif terhadap perlambatan ekonomi."
7/5/2025,Alasan Sri Mulyani Pangkas Target Pertumbuhan Ekonomi Indonesia 2025,Tempo,Ekonomi Makro,https://www.tempo.co/ekonomi/alasan-sri-mulyani-pangkas-target-pertumbuhan-ekonomi-indonesia-2025-1905277,Penjelasan dari menteri keuangan mengenai revisi target pertumbuhan ekonomi.
7/5/2025,Foto: Laju Ekonomi RI di Tengah Proyeksi Melambat Tahun Ini,CNN,Ekonomi Makro / Visual Data,https://www.cnnindonesia.com/ekonomi/20250703153933-534-1246552/foto-laju-ekonomi-ri-di-tengah-proyeksi-melambat-tahun-ini,Visualisasi pertumbuhan ekonomi yang melambat dibanding tahun sebelumnya meski masih menunjukkan tren positif.
7/7/2025,"Pemerintah dan DPR Sepakat Kejar Target Pertumbuhan Ekonomi 2026 Sebesar 5,2-5,8 Persen",Tempo,Ekonomi Nasional / Target Makro,https://www.tempo.co/ekonomi/pemerintah-dan-dpr-sepakat-kejar-target-pertumbuhan-ekonomi-2026-sebesar-5-2-5-8-persen-1925288,"Ada kesepakatan antara pemerintah dan legislatif untuk menetapkan target pertumbuhan yang relatif agresif untuk 2026, yang menunjukkan optimisme sekaligus tekanan untuk mencapainya."
7/8/2025,"Anak Muda, Jebakan Ekonomi dan Survival Mode",Kompas,Sosial-Ekonomi,https://www.kompas.com/tren/read/2025/07/08/072708065/anak-muda-jebakan-ekonomi-dan-survival-mode?page=all,"Nada negatif, menggambarkan pesimisme ekonomi generasi muda."
7/9/2025,"Survei Kontan: Ekonomi Indonesia Makin Lesu, Apa Dampaknya?",Kompas,Ekonomi Nasional,https://www.kompas.com/tren/read/2025/07/09/211500865/survei-kontan-sebut-ekonomi-indonesia-makin-lesu-apa-dampaknya-bagi?page=all,"Nada negatif, menggambarkan pelemahan ekonomi."
7/9/2025,Pemerintah Disebut Merusak Citra Koperasi karena Kopdes Merah Putih,Tempo,Keuangan & Koperasi,https://www.tempo.co/ekonomi/pemerintah-disebut-merusak-citra-koperasi-karena-kopdes-merah-putih-1945514,Kritik terhadap program koperasi desa merah putih—menunjukkan risiko reputasi.
7/9/2025,Pemerintah Disebut Merusak Citra Koperasi karena Kopdes Merah Putih,Tempo,Keuangan & Koperasi,https://www.tempo.co/ekonomi/pemerintah-disebut-merusak-citra-koperasi-karena-kopdes-merah-putih-1945514,(Kritik terhadap program koperasi desa merah putih.
7/9/2025,Sandiaga Uno Paparkan Sumber Pertumbuhan Ekonomi RI di London,Liputan 6,Diplomasi Ekonomi / Promosi Investasi,https://www.liputan6.com/news/read/6100167/sandiaga-uno-paparkan-sumber-pertumbuhan-ekonomi-ri-di-london,Sandiaga Uno memaparkan potensi investasi di sektor pariwisata dan ekonomi kreatif Indonesia kepada investor global di London.
7/10/2025,Survei BI: Kegiatan Dunia Usaha Meningkat pada Kuartal II 2025,Tempo,Ekonomi Makro,https://www.tempo.co/ekonomi/survei-bi-kegiatan-dunia-usaha-meningkat-pada-kuartal-ii-2025-2035767,Berita ini memuat hasil survei Bank Indonesia yang menunjukkan peningkatan kegiatan usaha nasional. Nada berita positif dan menggambarkan pemulihan ekonomi.
7/10/2025,"Indonesia Pererat Hubungan dengan Kroasia, dari Pembangunan Masjid hingga Kerja Sama Ekonomi",Liputan 6,Diplomasi Ekonomi / Internasional,https://www.liputan6.com/global/read/6100638/indonesia-pererat-hubungan-dengan-kroasia-dari-pembangunan-masjid-hingga-kerja-sama-ekonomi,"Indonesia menjalin kerja sama ekonomi dan kebudayaan dengan Kroasia, memperluas jaringan diplomasi ekonomi global."
7/11/2025,Jeritan Warga di Tengah Situasi Ekonomi Lesu,Kompas,Sosial-Ekonomi,https://www.kompas.com/tren/read/2025/07/11/063000465/jeritan-warga-di-tengah-situasi-ekonomi-negara-yang-lesu-?page=all,"Nada negatif, menyoroti dampak ekonomi pada rakyat kecil."
7/12/2025,Koperasi Desa Merah Putih Akan Produksi dan Distribusi Bantuan,Tempo,Ekonomi,https://www.tempo.co/ekonomi/koperasi-desa-merah-putih-akan-produksi-dan-distribusi-bantuan-1975637,"Fokus pada mekanisme pelaksanaan koperasi desa sebagai bagian dari program bantuan; membahas implementasi, bukan hanya gagasan."
7/14/2025,Babak Baru Kemitraan RI–Uni Eropa untuk Stabilitas Ekonomi dan Politik,Kompas,Ekonomi Internasional,https://nasional.kompas.com/read/2025/07/14/09115181/babak-baru-kemitraan-ri-uni-eropa-untuk-stabilitas-ekonomi-dan-politik,"Nada positif, menekankan kerja sama luar negeri yang konstruktif."
7/14/2025,"Utang Luar Negeri Mei 2025 Tumbuh 6,8%",Tempo,Keuangan Negara,https://www.tempo.co/ekonomi/utang-luar-negeri-mei-2025-tumbuh-6-8-persen-1995431,Menyoroti pertumbuhan utang luar negeri yang signifikan; memberi catatan terhadap keberlanjutan fiskal.
7/14/2025,Koperasi Merah Putih & Simpul Ekonomi,Tempo,Ekonomi Rakyat / Koperasi,https://www.tempo.co/kolom/koperasi-merah-putih-simpul-ekonomi-1994462,"Kolom opini yang menyoroti peran koperasi “Merah Putih” sebagai simpul ekonomi rakyat, dilihat dari sudut keberdayaan dan distribusi."
7/15/2025,"Ekonomi Ditargetkan Tumbuh 8 Persen, Bisakah UMKM Jadi Pendorong?",Kompas,Ekonomi Rakyat,https://money.kompas.com/read/2025/07/15/102156926/ekonomi-ditargetkan-tumbuh-8-persen-bisakah-sektor-umkm-jadi-pendorong,"Nada positif, menyoroti potensi UMKM dalam perekonomian nasional."
7/15/2025,Harga Beras Naik di 178 Daerah,CNN,Inflasi / Pangan,https://www.cnnindonesia.com/ekonomi/20250715192859-92-1251045/harga-beras-naik-di-178-daerah,Kenaikan harga beras di banyak daerah menunjukkan tekanan inflasi pangan. Nada berita kritis dan waspada.
7/17/2025,BTN Jakim 2025 Hasilkan Dampak Ekonomi Rp127 Miliar,Tempo,Ekonomi & Korporasi,https://www.tempo.co/info-tempo/btn-jakim-2025-hasilkan-dampak-ekonomi-rp127-miliar-2025845,Artikel promosi (Info Tempo) yang menyoroti kontribusi kegiatan BTN Jakim terhadap ekonomi nasional. Nada pemberitaan positif–informasional.
7/17/2025,"Bursa Saham Asia Loyo, Investor Cermati Data Ekonomi Jepang",Liputan 6,Pasar Keuangan / Regional,https://www.liputan6.com/saham/read/6107384/bursa-saham-asia-loyo-investor-cermati-data-ekonomi-jepang,Pelemahan bursa Asia menunjukkan kehati-hatian investor terhadap perlambatan ekonomi Jepang dan dampaknya ke kawasan.
7/18/2025,Tarif Resiprokal AS 19 Persen Tunjukkan Lemahnya Daya Tawar RI,Tempo,Ekonomi Internasional / Perdagangan,https://www.tempo.co/ekonomi/tarif-resiprokal-as-19-persen-tunjukkan-lemahnya-daya-tawar-ri-2034985,Penerapan tarif resiprokal oleh Amerika Serikat menunjukkan bahwa daya tawar Indonesia dalam hubungan dagang dinilai lemah.
7/19/2025,"Di Balik “Great Deal” Trump, Indonesia dalam Jerat Hegemoni Ekonomi Baru",Kompas,Ekonomi Global,https://money.kompas.com/read/2025/07/19/072432926/di-balik-great-deal-trump-indonesia-dalam-jerat-hegemoni-ekonomi-baru?page=all,"Nada negatif, menyoroti ancaman ketergantungan ekonomi terhadap kekuatan global."
7/19/2025,Perumdam TKR Dukung Kopdes Merah Putih Perkuat Ekonomi Rakyat Desa,Tempo,Ekonomi Kerakyatan,https://www.tempo.co/info-tempo/perumdam-tkr-dukung-kopdes-merah-putih-perkuat-ekonomi-rakyat-desa-2051055,"Artikel info-tempo menyoroti kolaborasi antara BUMD dan koperasi desa. Nada berita positif, fokus pada pemberdayaan ekonomi rakyat."
7/19/2025,Gubernur BI tekankan pentingnya “policy mix” bank sentral di G20,ANTARA,Ekonomi Makro / Kebijakan Moneter & Internasional,https://www.antaranews.com/berita/4977301/gubernur-bi-tekankan-pentingnya-policy-mix-bank-sentral-di-g20,"Bank Indonesia menekankan bahwa kombinasi kebijakan moneter, makro-prudensial, dan sistem pembayaran (policy mix) sangat penting di forum G20 untuk menjaga stabilitas ekonomi global dan nasional."
7/20/2025,Kopdes Merah Putih Jadi Motor Prabowo Gerakkan Ekonomi Desa,ANTARA,Ekonomi Desa / Program Pemerintah,https://www.antaranews.com/berita/4978737/kopdes-merah-putih-jadi-motor-prabowo-gerakkan-ekonomi-desa,Program koperasi desa “Merah Putih” di bawah pemerintahan Prabowo difokuskan sebagai motor penggerak ekonomi pedesaan.
7/21/2025,Prabowo: Yang Kaya Tidak Mau Berurusan dengan Koperasi,Tempo,Ekonomi Kerakyatan,https://www.tempo.co/ekonomi/prabowo-yang-kaya-tidak-mau-berurusan-dengan-koperasi-2048893,"Pernyataan Prabowo mengkritik ketimpangan kelas ekonomi. Nada idealistik, pro-rakyat."
7/21/2025,Prabowo Ungkap Mazhab Baru Ekonomi “Serakahnomics”,Kompas,Ekonomi Politik,https://money.kompas.com/read/2025/07/21/073032926/prabowo-ungkap-ada-mahzab-baru-ekonomi-bernama-serakahnomics-apa-maksudnya,"Nada netral, menampilkan istilah baru tanpa kecenderungan positif/negatif."
7/21/2025,Prabowo Subianto Sebut “Mazhab Serakahnomics” untuk yang Serakah Ambil Keuntungan,Tempo,Politik Ekonomi,https://www.tempo.co/politik/prabowo-sebut-mazhab-serakahnomics-untuk-yang-serakah-ambil-keuntungan-2048937,Pernyataan presiden yang mengkritik mindset ekonomi yang eksploitatif. Nada tegas dan normatif terhadap korporasi/elit ekonomi.
7/21/2025,Apa Risiko Kegagalan dari Pembentukan Koperasi Desa Merah Putih,Tempo,Ekonomi Kerakyatan,https://www.tempo.co/ekonomi/apa-risiko-kegagalan-dari-pembentukan-koperasi-desa-merah-putih-2049034,Analisis risiko dari program koperasi desa pemerintah; menunjukkan perhatian terhadap implementasi dan governance.
7/21/2025,Baru 108 Koperasi Desa Merah Putih yang Siap Beroperasi,Tempo,Ekonomi,https://www.tempo.co/ekonomi/baru-108-koperasi-desa-merah-putih-yang-siap-beroperasi-2048980,Melaporkan perkembangan program koperasi desa “Merah Putih”; menunjukkan progres namun juga belum banyak realisasi — optimisme bersyarat.
7/21/2025,Koperasi Desa Merah Putih Mendapat Pasokan dari ID-Food,Tempo,Koperasi & Industri,https://www.tempo.co/ekonomi/koperasi-desa-merah-putih-mendapat-pasokan-dari-id-food-2048834,Program koperasi desa yang memasok melalui perusahaan besar — potensi kolaborasi.
7/21/2025,Koperasi Desa Merah Putih Mendapat Pasokan dari ID Food,Tempo,Ekonomi Rakyat / Distribusi Pangan,https://www.tempo.co/ekonomi/koperasi-desa-merah-putih-mendapat-pasokan-dari-id-food-2048834,Program koperasi desa mendapat dukungan distribusi pangan dari BUMN (ID FOOD) — menunjukkan upaya memperkuat ekonomi desa dan ketahanan pangan. (Tempo)
7/21/2025,Pemerintah Optimistis Ekonomi Tumbuh 5 Persen Berkat Tarif 19 Persen,ANTARA,Fiskal / Pajak,https://www.antaranews.com/berita/4982117/pemerintah-optimistis-ekonomi-tumbuh-5-persen-berkat-tarif-19-persen,Pemerintah yakin kebijakan tarif pajak baru 19% dapat mendorong penerimaan dan pertumbuhan ekonomi nasional.
7/21/2025,Komdigi Dorong Transformasi Ekonomi Desa Lewat Koperasi Digital,Liputan 6,Transformasi Digital / Ekonomi Desa,https://www.liputan6.com/tekno/read/6111210/komdigi-dorong-transformasi-ekonomi-desa-lewat-koperasi-digital,Digitalisasi koperasi di desa diharapkan memperkuat ekonomi lokal melalui akses teknologi dan keuangan digital.
7/22/2025,"Payment ID Diluncurkan 17 Agustus 2025, Bisa Deteksi Riwayat Keuangan Warga",Kompas,Ekonomi Digital,https://money.kompas.com/read/2025/07/22/083000726/payment-id-diluncurkan-17-agustus-2025-bisa-deteksi-riwayat-keuangan-warga?page=all,"Nada positif, menekankan inovasi digital pemerintah dalam sektor keuangan."
7/22/2025,Prabowo Panggil Sejumlah Menteri dan Dirut BUMN Bahas Kawasan Ekonomi Khusus,Kompas,Ekonomi Pemerintahan,https://nasional.kompas.com/read/2025/07/22/14505901/prabowo-panggil-sejumlah-menteri-dan-dirut-bumn-bahas-kawasan-ekonomi-khusus,"Nada positif, menggambarkan koordinasi aktif pemerintah dalam memperkuat sektor ekonomi strategis."
